StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,WASOS_1,WASOS_2,WASOS_3,WASOS_4,WASOS_5,WASOS_6,WASOS_7,WASOS_8,WASOS_9,WASOS_10
2019-07-17 13:14,2019-07-17 13:14,2,,100,0,1,2019-07-17 13:14,R_3XnatzDZZjW86VL,,,,,48.41520691,-123.3655014,test,,1,1,2,1,4,4,2,3,1,2
2019-07-17 13:14,2019-07-17 13:14,2,,100,0,1,2019-07-17 13:14,R_37SuuVz1lQFQDRP,,,,,48.41520691,-123.3655014,test,,4,3,1,2,3,2,4,2,4,4
2019-07-17 13:14,2019-07-17 13:14,2,,100,0,1,2019-07-17 13:14,R_3edTFzpH1UYcgyV,,,,,48.41520691,-123.3655014,test,,2,1,4,4,3,3,2,4,2,1
2019-07-17 13:14,2019-07-17 13:14,2,,100,0,1,2019-07-17 13:14,R_80193n1jduUHKwR,,,,,48.41520691,-123.3655014,test,,4,3,2,1,3,2,3,1,1,1
2019-07-17 13:14,2019-07-17 13:14,2,,100,0,1,2019-07-17 13:14,R_b79IjLEYXPrJb8h,,,,,48.41520691,-123.3655014,test,,3,2,1,1,1,4,4,3,3,4
2019-07-17 13:14,2019-07-17 13:14,2,,100,0,1,2019-07-17 13:14,R_0TERXr5gUqTadA9,,,,,48.41520691,-123.3655014,test,,1,4,1,1,3,1,1,3,4,4
2019-07-17 13:14,2019-07-17 13:14,2,,100,0,1,2019-07-17 13:14,R_6mXqq2PpgQV6tFj,,,,,48.41520691,-123.3655014,test,,4,2,3,3,1,1,1,4,4,1
2019-07-17 13:14,2019-07-17 13:14,2,,100,0,1,2019-07-17 13:14,R_892cUdgkGadt0rz,,,,,48.41520691,-123.3655014,test,,3,3,4,4,3,4,3,4,1,1
2019-07-17 13:14,2019-07-17 13:14,2,,100,0,1,2019-07-17 13:14,R_eXWm0WMntXaLexn,,,,,48.41520691,-123.3655014,test,,3,2,3,4,1,1,1,4,2,3
2019-07-17 13:14,2019-07-17 13:14,2,,100,0,1,2019-07-17 13:14,R_eteTONQcsRTMrcN,,,,,48.41520691,-123.3655014,test,,4,1,2,3,3,2,2,1,1,2
2019-07-17 13:14,2019-07-17 13:14,2,,100,0,1,2019-07-17 13:14,R_9t56fuLSs6cRVHL,,,,,48.41520691,-123.3655014,test,,4,3,3,2,1,2,2,2,1,2
2019-07-17 13:14,2019-07-17 13:14,2,,100,0,1,2019-07-17 13:14,R_3kNh7v16UXwzXP7,,,,,48.41520691,-123.3655014,test,,4,3,3,4,3,1,1,2,3,4
2019-07-17 13:14,2019-07-17 13:14,2,,100,0,1,2019-07-17 13:14,R_4YDnakRZ1KcCtQV,,,,,48.41520691,-123.3655014,test,,4,4,2,4,2,1,3,2,3,2
2019-07-17 13:14,2019-07-17 13:14,2,,100,0,1,2019-07-17 13:14,R_b2XhxNLAFcopZe5,,,,,48.41520691,-123.3655014,test,,4,2,1,2,4,4,1,3,2,4
2019-07-17 13:14,2019-07-17 13:14,2,,100,0,1,2019-07-17 13:14,R_efIIXRWOPUU332B,,,,,48.41520691,-123.3655014,test,,2,1,1,2,3,4,1,4,1,4
2019-07-17 13:14,2019-07-17 13:14,2,,100,0,1,2019-07-17 13:14,R_blWbrfkZaBYdWhn,,,,,48.41520691,-123.3655014,test,,1,3,2,1,1,1,2,1,1,1
2019-07-17 13:14,2019-07-17 13:14,2,,100,0,1,2019-07-17 13:14,R_51GRxxx0Vj5R4WN,,,,,48.41520691,-123.3655014,test,,1,2,3,4,4,1,3,3,1,3
2019-07-17 13:14,2019-07-17 13:14,2,,100,0,1,2019-07-17 13:14,R_0GSNnvHcEyyfFfD,,,,,48.41520691,-123.3655014,test,,3,4,3,3,2,4,2,3,4,3
2019-07-17 13:14,2019-07-17 13:14,2,,100,0,1,2019-07-17 13:14,R_a4bZcty4GmlvIJD,,,,,48.41520691,-123.3655014,test,,2,2,4,1,1,1,2,4,2,2
2019-07-17 13:14,2019-07-17 13:14,2,,100,0,1,2019-07-17 13:14,R_8vJ27pnEZPMp6DP,,,,,48.41520691,-123.3655014,test,,4,3,2,1,3,1,1,4,4,4
2019-07-17 13:14,2019-07-17 13:14,2,,100,0,1,2019-07-17 13:14,R_bxaKDRIdoo00X9X,,,,,48.41520691,-123.3655014,test,,1,3,2,1,2,2,2,2,2,3
2019-07-17 13:14,2019-07-17 13:14,2,,100,0,1,2019-07-17 13:14,R_4N1a5PZ1S7ZKMHH,,,,,48.41520691,-123.3655014,test,,3,1,3,3,3,4,3,2,1,4
2019-07-17 13:14,2019-07-17 13:14,2,,100,0,1,2019-07-17 13:14,R_8BMVm2ZoW05ybkh,,,,,48.41520691,-123.3655014,test,,2,3,3,4,3,3,4,3,4,2
2019-07-17 13:14,2019-07-17 13:14,2,,100,0,1,2019-07-17 13:14,R_42bVfCvsJCSo6rj,,,,,48.41520691,-123.3655014,test,,4,3,1,3,1,3,1,2,3,1
2019-07-17 13:14,2019-07-17 13:14,2,,100,0,1,2019-07-17 13:14,R_9MorHBwV5AF9rVj,,,,,48.41520691,-123.3655014,test,,3,1,1,1,3,1,1,2,1,1
2019-07-17 13:14,2019-07-17 13:14,2,,100,0,1,2019-07-17 13:14,R_1Hr6MZPUuKCSlW5,,,,,48.41520691,-123.3655014,test,,4,1,4,3,1,3,2,3,3,3
2019-07-17 13:14,2019-07-17 13:14,2,,100,0,1,2019-07-17 13:14,R_42rnmOusApE3qK1,,,,,48.41520691,-123.3655014,test,,2,1,4,4,1,1,4,4,4,3
2019-07-17 13:14,2019-07-17 13:14,2,,100,0,1,2019-07-17 13:14,R_2fsebKJpzaeNIMJ,,,,,48.41520691,-123.3655014,test,,1,1,1,3,3,1,2,4,3,1
2019-07-17 13:14,2019-07-17 13:14,2,,100,0,1,2019-07-17 13:14,R_1LjeC4Hhrx5ck61,,,,,48.41520691,-123.3655014,test,,3,4,1,4,4,4,2,4,2,2
2019-07-17 13:14,2019-07-17 13:14,2,,100,0,1,2019-07-17 13:14,R_817NlOhZVlgJxaJ,,,,,48.41520691,-123.3655014,test,,4,3,3,1,1,2,3,2,1,2
2019-07-17 13:14,2019-07-17 13:14,2,,100,0,1,2019-07-17 13:14,R_4ZXUHmqW9WDMZox,,,,,48.41520691,-123.3655014,test,,4,4,1,3,4,2,2,1,1,1
2019-07-17 13:14,2019-07-17 13:14,2,,100,0,1,2019-07-17 13:14,R_bCQnt3DEh6dDWIJ,,,,,48.41520691,-123.3655014,test,,2,1,2,3,3,2,2,3,2,4
2019-07-17 13:14,2019-07-17 13:14,2,,100,0,1,2019-07-17 13:14,R_6KJdBWmKxdaKkMl,,,,,48.41520691,-123.3655014,test,,3,1,1,4,3,1,3,2,2,1
2019-07-17 13:14,2019-07-17 13:14,2,,100,0,1,2019-07-17 13:14,R_b9Ob20r5Dct7pNX,,,,,48.41520691,-123.3655014,test,,4,3,1,3,4,4,3,1,4,4
2019-07-17 13:14,2019-07-17 13:14,2,,100,0,1,2019-07-17 13:14,R_eevGKzJGIiyOObj,,,,,48.41520691,-123.3655014,test,,2,1,4,1,4,3,3,1,2,4
2019-07-17 13:14,2019-07-17 13:14,2,,100,0,1,2019-07-17 13:14,R_eyNqXtVVi23A5F3,,,,,48.41520691,-123.3655014,test,,3,4,2,1,4,3,3,4,2,3
2019-07-17 13:14,2019-07-17 13:14,2,,100,0,1,2019-07-17 13:14,R_a8XQQZJuokyrE1L,,,,,48.41520691,-123.3655014,test,,3,1,1,4,2,1,2,3,3,4
2019-07-17 13:14,2019-07-17 13:14,2,,100,0,1,2019-07-17 13:14,R_02FMC4Xc3z9YHl3,,,,,48.41520691,-123.3655014,test,,2,4,3,3,2,2,3,3,1,1
2019-07-17 13:14,2019-07-17 13:14,2,,100,0,1,2019-07-17 13:14,R_0Aom7MAGz3un0SV,,,,,48.41520691,-123.3655014,test,,1,2,1,1,2,2,2,3,2,3
2019-07-17 13:14,2019-07-17 13:14,2,,100,0,1,2019-07-17 13:14,R_72MRINCEM1I1I2h,,,,,48.41520691,-123.3655014,test,,2,1,2,3,3,1,4,4,1,1
